timestamp,service,metric,value
2026-07-08T00:00:00Z,checkout-service,error_rate_pct,0.43
2026-07-08T00:00:00Z,checkout-service,p95_latency_ms,129.0
2026-07-08T00:00:00Z,checkout-service,requests_per_sec,351.0
2026-07-08T00:05:00Z,checkout-service,error_rate_pct,0.47
2026-07-08T00:05:00Z,checkout-service,p95_latency_ms,119.0
2026-07-08T00:05:00Z,checkout-service,requests_per_sec,347.0
2026-07-08T00:10:00Z,checkout-service,error_rate_pct,0.44
2026-07-08T00:10:00Z,checkout-service,p95_latency_ms,117.0
2026-07-08T00:10:00Z,checkout-service,requests_per_sec,355.0
2026-07-08T00:15:00Z,checkout-service,error_rate_pct,0.35
2026-07-08T00:15:00Z,checkout-service,p95_latency_ms,120.0
2026-07-08T00:15:00Z,checkout-service,requests_per_sec,329.0
2026-07-08T00:20:00Z,checkout-service,error_rate_pct,0.35
2026-07-08T00:20:00Z,checkout-service,p95_latency_ms,119.0
2026-07-08T00:20:00Z,checkout-service,requests_per_sec,335.0
2026-07-08T00:25:00Z,checkout-service,error_rate_pct,0.44
2026-07-08T00:25:00Z,checkout-service,p95_latency_ms,128.0
2026-07-08T00:25:00Z,checkout-service,requests_per_sec,337.0
2026-07-08T00:30:00Z,checkout-service,error_rate_pct,0.46
2026-07-08T00:30:00Z,checkout-service,p95_latency_ms,128.0
2026-07-08T00:30:00Z,checkout-service,requests_per_sec,343.0
2026-07-08T00:35:00Z,checkout-service,error_rate_pct,0.33
2026-07-08T00:35:00Z,checkout-service,p95_latency_ms,123.0
2026-07-08T00:35:00Z,checkout-service,requests_per_sec,352.0
2026-07-08T00:40:00Z,checkout-service,error_rate_pct,0.37
2026-07-08T00:40:00Z,checkout-service,p95_latency_ms,118.0
2026-07-08T00:40:00Z,checkout-service,requests_per_sec,343.0
2026-07-08T00:45:00Z,checkout-service,error_rate_pct,0.48
2026-07-08T00:45:00Z,checkout-service,p95_latency_ms,128.0
2026-07-08T00:45:00Z,checkout-service,requests_per_sec,354.0
2026-07-08T00:50:00Z,checkout-service,error_rate_pct,0.39
2026-07-08T00:50:00Z,checkout-service,p95_latency_ms,127.0
2026-07-08T00:50:00Z,checkout-service,requests_per_sec,353.0
2026-07-08T00:55:00Z,checkout-service,error_rate_pct,0.36
2026-07-08T00:55:00Z,checkout-service,p95_latency_ms,114.0
2026-07-08T00:55:00Z,checkout-service,requests_per_sec,339.0
2026-07-08T01:00:00Z,checkout-service,error_rate_pct,0.45
2026-07-08T01:00:00Z,checkout-service,p95_latency_ms,120.0
2026-07-08T01:00:00Z,checkout-service,requests_per_sec,331.0
2026-07-08T01:05:00Z,checkout-service,error_rate_pct,0.33
2026-07-08T01:05:00Z,checkout-service,p95_latency_ms,114.0
2026-07-08T01:05:00Z,checkout-service,requests_per_sec,335.0
2026-07-08T01:10:00Z,checkout-service,error_rate_pct,0.34
2026-07-08T01:10:00Z,checkout-service,p95_latency_ms,122.0
2026-07-08T01:10:00Z,checkout-service,requests_per_sec,331.0
2026-07-08T01:15:00Z,checkout-service,error_rate_pct,0.44
2026-07-08T01:15:00Z,checkout-service,p95_latency_ms,128.0
2026-07-08T01:15:00Z,checkout-service,requests_per_sec,347.0
2026-07-08T01:20:00Z,checkout-service,error_rate_pct,0.44
2026-07-08T01:20:00Z,checkout-service,p95_latency_ms,117.0
2026-07-08T01:20:00Z,checkout-service,requests_per_sec,344.0
2026-07-08T01:25:00Z,checkout-service,error_rate_pct,0.44
2026-07-08T01:25:00Z,checkout-service,p95_latency_ms,125.0
2026-07-08T01:25:00Z,checkout-service,requests_per_sec,332.0
2026-07-08T01:30:00Z,checkout-service,error_rate_pct,0.33
2026-07-08T01:30:00Z,checkout-service,p95_latency_ms,125.0
2026-07-08T01:30:00Z,checkout-service,requests_per_sec,352.0
2026-07-08T01:35:00Z,checkout-service,error_rate_pct,0.44
2026-07-08T01:35:00Z,checkout-service,p95_latency_ms,129.0
2026-07-08T01:35:00Z,checkout-service,requests_per_sec,345.0
2026-07-08T01:40:00Z,checkout-service,error_rate_pct,0.38
2026-07-08T01:40:00Z,checkout-service,p95_latency_ms,118.0
2026-07-08T01:40:00Z,checkout-service,requests_per_sec,335.0
2026-07-08T01:45:00Z,checkout-service,error_rate_pct,0.45
2026-07-08T01:45:00Z,checkout-service,p95_latency_ms,122.0
2026-07-08T01:45:00Z,checkout-service,requests_per_sec,344.0
2026-07-08T01:50:00Z,checkout-service,error_rate_pct,0.42
2026-07-08T01:50:00Z,checkout-service,p95_latency_ms,115.0
2026-07-08T01:50:00Z,checkout-service,requests_per_sec,353.0
2026-07-08T01:55:00Z,checkout-service,error_rate_pct,0.4
2026-07-08T01:55:00Z,checkout-service,p95_latency_ms,114.0
2026-07-08T01:55:00Z,checkout-service,requests_per_sec,355.0
2026-07-08T02:00:00Z,checkout-service,error_rate_pct,0.35
2026-07-08T02:00:00Z,checkout-service,p95_latency_ms,119.0
2026-07-08T02:00:00Z,checkout-service,requests_per_sec,340.0
2026-07-08T02:05:00Z,checkout-service,error_rate_pct,0.4
2026-07-08T02:05:00Z,checkout-service,p95_latency_ms,114.0
2026-07-08T02:05:00Z,checkout-service,requests_per_sec,346.0
2026-07-08T02:10:00Z,checkout-service,error_rate_pct,0.39
2026-07-08T02:10:00Z,checkout-service,p95_latency_ms,126.0
2026-07-08T02:10:00Z,checkout-service,requests_per_sec,335.0
2026-07-08T02:15:00Z,checkout-service,error_rate_pct,0.45
2026-07-08T02:15:00Z,checkout-service,p95_latency_ms,128.0
2026-07-08T02:15:00Z,checkout-service,requests_per_sec,330.0
2026-07-08T02:20:00Z,checkout-service,error_rate_pct,0.39
2026-07-08T02:20:00Z,checkout-service,p95_latency_ms,121.0
2026-07-08T02:20:00Z,checkout-service,requests_per_sec,342.0
2026-07-08T02:25:00Z,checkout-service,error_rate_pct,0.42
2026-07-08T02:25:00Z,checkout-service,p95_latency_ms,116.0
2026-07-08T02:25:00Z,checkout-service,requests_per_sec,331.0
2026-07-08T02:30:00Z,checkout-service,error_rate_pct,0.47
2026-07-08T02:30:00Z,checkout-service,p95_latency_ms,126.0
2026-07-08T02:30:00Z,checkout-service,requests_per_sec,342.0
2026-07-08T02:35:00Z,checkout-service,error_rate_pct,0.4
2026-07-08T02:35:00Z,checkout-service,p95_latency_ms,122.0
2026-07-08T02:35:00Z,checkout-service,requests_per_sec,333.0
2026-07-08T02:40:00Z,checkout-service,error_rate_pct,0.35
2026-07-08T02:40:00Z,checkout-service,p95_latency_ms,120.0
2026-07-08T02:40:00Z,checkout-service,requests_per_sec,333.0
2026-07-08T02:45:00Z,checkout-service,error_rate_pct,0.46
2026-07-08T02:45:00Z,checkout-service,p95_latency_ms,116.0
2026-07-08T02:45:00Z,checkout-service,requests_per_sec,331.0
2026-07-08T02:50:00Z,checkout-service,error_rate_pct,0.36
2026-07-08T02:50:00Z,checkout-service,p95_latency_ms,115.0
2026-07-08T02:50:00Z,checkout-service,requests_per_sec,349.0
2026-07-08T02:55:00Z,checkout-service,error_rate_pct,0.48
2026-07-08T02:55:00Z,checkout-service,p95_latency_ms,123.0
2026-07-08T02:55:00Z,checkout-service,requests_per_sec,334.0
2026-07-08T03:00:00Z,checkout-service,error_rate_pct,0.37
2026-07-08T03:00:00Z,checkout-service,p95_latency_ms,124.0
2026-07-08T03:00:00Z,checkout-service,requests_per_sec,355.0
2026-07-08T03:05:00Z,checkout-service,error_rate_pct,0.46
2026-07-08T03:05:00Z,checkout-service,p95_latency_ms,113.0
2026-07-08T03:05:00Z,checkout-service,requests_per_sec,347.0
2026-07-08T03:10:00Z,checkout-service,error_rate_pct,0.42
2026-07-08T03:10:00Z,checkout-service,p95_latency_ms,121.0
2026-07-08T03:10:00Z,checkout-service,requests_per_sec,329.0
2026-07-08T03:15:00Z,checkout-service,error_rate_pct,0.43
