timestamp,service,metric,value
2026-07-11T00:00:00Z,checkout-service,error_rate_pct,0.37
2026-07-11T00:00:00Z,checkout-service,p95_latency_ms,117.0
2026-07-11T00:00:00Z,checkout-service,requests_per_sec,346.0
2026-07-11T00:05:00Z,checkout-service,error_rate_pct,0.43
2026-07-11T00:05:00Z,checkout-service,p95_latency_ms,121.0
2026-07-11T00:05:00Z,checkout-service,requests_per_sec,332.0
2026-07-11T00:10:00Z,checkout-service,error_rate_pct,0.33
2026-07-11T00:10:00Z,checkout-service,p95_latency_ms,121.0
2026-07-11T00:10:00Z,checkout-service,requests_per_sec,348.0
2026-07-11T00:15:00Z,checkout-service,error_rate_pct,0.38
2026-07-11T00:15:00Z,checkout-service,p95_latency_ms,128.0
2026-07-11T00:15:00Z,checkout-service,requests_per_sec,344.0
2026-07-11T00:20:00Z,checkout-service,error_rate_pct,0.44
2026-07-11T00:20:00Z,checkout-service,p95_latency_ms,124.0
2026-07-11T00:20:00Z,checkout-service,requests_per_sec,328.0
2026-07-11T00:25:00Z,checkout-service,error_rate_pct,0.34
2026-07-11T00:25:00Z,checkout-service,p95_latency_ms,123.0
2026-07-11T00:25:00Z,checkout-service,requests_per_sec,352.0
2026-07-11T00:30:00Z,checkout-service,error_rate_pct,0.41
2026-07-11T00:30:00Z,checkout-service,p95_latency_ms,119.0
2026-07-11T00:30:00Z,checkout-service,requests_per_sec,330.0
2026-07-11T00:35:00Z,checkout-service,error_rate_pct,0.34
2026-07-11T00:35:00Z,checkout-service,p95_latency_ms,126.0
2026-07-11T00:35:00Z,checkout-service,requests_per_sec,349.0
2026-07-11T00:40:00Z,checkout-service,error_rate_pct,0.4
2026-07-11T00:40:00Z,checkout-service,p95_latency_ms,122.0
2026-07-11T00:40:00Z,checkout-service,requests_per_sec,345.0
2026-07-11T00:45:00Z,checkout-service,error_rate_pct,0.45
2026-07-11T00:45:00Z,checkout-service,p95_latency_ms,125.0
2026-07-11T00:45:00Z,checkout-service,requests_per_sec,338.0
2026-07-11T00:50:00Z,checkout-service,error_rate_pct,0.38
2026-07-11T00:50:00Z,checkout-service,p95_latency_ms,125.0
2026-07-11T00:50:00Z,checkout-service,requests_per_sec,328.0
2026-07-11T00:55:00Z,checkout-service,error_rate_pct,0.43
2026-07-11T00:55:00Z,checkout-service,p95_latency_ms,119.0
2026-07-11T00:55:00Z,checkout-service,requests_per_sec,330.0
2026-07-11T01:00:00Z,checkout-service,error_rate_pct,0.38
2026-07-11T01:00:00Z,checkout-service,p95_latency_ms,118.0
2026-07-11T01:00:00Z,checkout-service,requests_per_sec,334.0
2026-07-11T01:05:00Z,checkout-service,error_rate_pct,0.34
2026-07-11T01:05:00Z,checkout-service,p95_latency_ms,121.0
2026-07-11T01:05:00Z,checkout-service,requests_per_sec,345.0
2026-07-11T01:10:00Z,checkout-service,error_rate_pct,0.38
2026-07-11T01:10:00Z,checkout-service,p95_latency_ms,118.0
2026-07-11T01:10:00Z,checkout-service,requests_per_sec,327.0
2026-07-11T01:15:00Z,checkout-service,error_rate_pct,0.34
2026-07-11T01:15:00Z,checkout-service,p95_latency_ms,119.0
2026-07-11T01:15:00Z,checkout-service,requests_per_sec,352.0
2026-07-11T01:20:00Z,checkout-service,error_rate_pct,0.42
2026-07-11T01:20:00Z,checkout-service,p95_latency_ms,115.0
2026-07-11T01:20:00Z,checkout-service,requests_per_sec,356.0
2026-07-11T01:25:00Z,checkout-service,error_rate_pct,0.44
2026-07-11T01:25:00Z,checkout-service,p95_latency_ms,118.0
2026-07-11T01:25:00Z,checkout-service,requests_per_sec,338.0
2026-07-11T01:30:00Z,checkout-service,error_rate_pct,0.38
2026-07-11T01:30:00Z,checkout-service,p95_latency_ms,124.0
2026-07-11T01:30:00Z,checkout-service,requests_per_sec,349.0
2026-07-11T01:35:00Z,checkout-service,error_rate_pct,0.34
2026-07-11T01:35:00Z,checkout-service,p95_latency_ms,120.0
2026-07-11T01:35:00Z,checkout-service,requests_per_sec,332.0
2026-07-11T01:40:00Z,checkout-service,error_rate_pct,0.4
2026-07-11T01:40:00Z,checkout-service,p95_latency_ms,118
2026-07-11T01:40:00Z,checkout-service,requests_per_sec,340
2026-07-11T01:45:00Z,checkout-service,error_rate_pct,0.5
2026-07-11T01:45:00Z,checkout-service,p95_latency_ms,122
2026-07-11T01:45:00Z,checkout-service,requests_per_sec,352
2026-07-11T01:50:00Z,checkout-service,error_rate_pct,0.4
2026-07-11T01:50:00Z,checkout-service,p95_latency_ms,115
2026-07-11T01:50:00Z,checkout-service,requests_per_sec,338
2026-07-11T01:55:00Z,checkout-service,error_rate_pct,0.5
2026-07-11T01:55:00Z,checkout-service,p95_latency_ms,120
2026-07-11T01:55:00Z,checkout-service,requests_per_sec,345
2026-07-11T02:00:00Z,checkout-service,error_rate_pct,2.1
2026-07-11T02:00:00Z,checkout-service,p95_latency_ms,310
2026-07-11T02:00:00Z,checkout-service,requests_per_sec,330
2026-07-11T02:05:00Z,checkout-service,error_rate_pct,5.3
2026-07-11T02:05:00Z,checkout-service,p95_latency_ms,540
2026-07-11T02:05:00Z,checkout-service,requests_per_sec,301
2026-07-11T02:10:00Z,checkout-service,error_rate_pct,6.8
2026-07-11T02:10:00Z,checkout-service,p95_latency_ms,610
2026-07-11T02:10:00Z,checkout-service,requests_per_sec,288
2026-07-11T02:15:00Z,checkout-service,error_rate_pct,7.2
2026-07-11T02:15:00Z,checkout-service,p95_latency_ms,650
2026-07-11T02:15:00Z,checkout-service,requests_per_sec,275
