timestamp,service,metric,value
2026-07-09T00:00:00Z,payments-service,db_pool_active_connections,48.0
2026-07-09T00:00:00Z,payments-service,error_rate_pct,0.31
2026-07-09T00:00:00Z,payments-service,p95_latency_ms,146.0
2026-07-09T00:05:00Z,payments-service,db_pool_active_connections,55.0
2026-07-09T00:05:00Z,payments-service,error_rate_pct,0.29
2026-07-09T00:05:00Z,payments-service,p95_latency_ms,155.0
2026-07-09T00:10:00Z,payments-service,db_pool_active_connections,37.0
2026-07-09T00:10:00Z,payments-service,error_rate_pct,0.22
2026-07-09T00:10:00Z,payments-service,p95_latency_ms,147.0
2026-07-09T00:15:00Z,payments-service,db_pool_active_connections,52.0
2026-07-09T00:15:00Z,payments-service,error_rate_pct,0.37
2026-07-09T00:15:00Z,payments-service,p95_latency_ms,145.0
2026-07-09T00:20:00Z,payments-service,db_pool_active_connections,40.0
2026-07-09T00:20:00Z,payments-service,error_rate_pct,0.27
2026-07-09T00:20:00Z,payments-service,p95_latency_ms,141.0
2026-07-09T00:25:00Z,payments-service,db_pool_active_connections,40.0
2026-07-09T00:25:00Z,payments-service,error_rate_pct,0.4
2026-07-09T00:25:00Z,payments-service,p95_latency_ms,159.0
2026-07-09T00:30:00Z,payments-service,db_pool_active_connections,54.0
2026-07-09T00:30:00Z,payments-service,error_rate_pct,0.41
2026-07-09T00:30:00Z,payments-service,p95_latency_ms,142.0
2026-07-09T00:35:00Z,payments-service,db_pool_active_connections,50.0
2026-07-09T00:35:00Z,payments-service,error_rate_pct,0.31
2026-07-09T00:35:00Z,payments-service,p95_latency_ms,157.0
2026-07-09T00:40:00Z,payments-service,db_pool_active_connections,40.0
2026-07-09T00:40:00Z,payments-service,error_rate_pct,0.32
2026-07-09T00:40:00Z,payments-service,p95_latency_ms,158.0
2026-07-09T00:45:00Z,payments-service,db_pool_active_connections,41.0
2026-07-09T00:45:00Z,payments-service,error_rate_pct,0.35
2026-07-09T00:45:00Z,payments-service,p95_latency_ms,153.0
2026-07-09T00:50:00Z,payments-service,db_pool_active_connections,54.0
2026-07-09T00:50:00Z,payments-service,error_rate_pct,0.25
2026-07-09T00:50:00Z,payments-service,p95_latency_ms,155.0
2026-07-09T00:55:00Z,payments-service,db_pool_active_connections,54.0
2026-07-09T00:55:00Z,payments-service,error_rate_pct,0.27
2026-07-09T00:55:00Z,payments-service,p95_latency_ms,145.0
2026-07-09T01:00:00Z,payments-service,db_pool_active_connections,52.0
2026-07-09T01:00:00Z,payments-service,error_rate_pct,0.41
2026-07-09T01:00:00Z,payments-service,p95_latency_ms,163.0
2026-07-09T01:05:00Z,payments-service,db_pool_active_connections,46.0
2026-07-09T01:05:00Z,payments-service,error_rate_pct,0.38
2026-07-09T01:05:00Z,payments-service,p95_latency_ms,160.0
2026-07-09T01:10:00Z,payments-service,db_pool_active_connections,52.0
2026-07-09T01:10:00Z,payments-service,error_rate_pct,0.37
2026-07-09T01:10:00Z,payments-service,p95_latency_ms,142.0
2026-07-09T01:15:00Z,payments-service,db_pool_active_connections,36.0
2026-07-09T01:15:00Z,payments-service,error_rate_pct,0.23
2026-07-09T01:15:00Z,payments-service,p95_latency_ms,160.0
2026-07-09T01:20:00Z,payments-service,db_pool_active_connections,53.0
2026-07-09T01:20:00Z,payments-service,error_rate_pct,0.32
2026-07-09T01:20:00Z,payments-service,p95_latency_ms,158.0
2026-07-09T01:25:00Z,payments-service,db_pool_active_connections,49.0
2026-07-09T01:25:00Z,payments-service,error_rate_pct,0.31
2026-07-09T01:25:00Z,payments-service,p95_latency_ms,164.0
2026-07-09T01:30:00Z,payments-service,db_pool_active_connections,42.0
2026-07-09T01:30:00Z,payments-service,error_rate_pct,0.36
2026-07-09T01:30:00Z,payments-service,p95_latency_ms,156.0
2026-07-09T01:35:00Z,payments-service,db_pool_active_connections,53.0
2026-07-09T01:35:00Z,payments-service,error_rate_pct,0.23
2026-07-09T01:35:00Z,payments-service,p95_latency_ms,155.0
2026-07-09T01:40:00Z,payments-service,db_pool_active_connections,44.0
2026-07-09T01:40:00Z,payments-service,error_rate_pct,0.38
2026-07-09T01:40:00Z,payments-service,p95_latency_ms,157.0
2026-07-09T01:45:00Z,payments-service,db_pool_active_connections,49.0
2026-07-09T01:45:00Z,payments-service,error_rate_pct,0.31
2026-07-09T01:45:00Z,payments-service,p95_latency_ms,145.0
2026-07-09T01:50:00Z,payments-service,db_pool_active_connections,35.0
2026-07-09T01:50:00Z,payments-service,error_rate_pct,0.24
2026-07-09T01:50:00Z,payments-service,p95_latency_ms,153.0
2026-07-09T01:55:00Z,payments-service,db_pool_active_connections,40.0
2026-07-09T01:55:00Z,payments-service,error_rate_pct,0.27
2026-07-09T01:55:00Z,payments-service,p95_latency_ms,150.0
2026-07-09T02:00:00Z,payments-service,db_pool_active_connections,49.0
2026-07-09T02:00:00Z,payments-service,error_rate_pct,0.3
2026-07-09T02:00:00Z,payments-service,p95_latency_ms,145.0
2026-07-09T02:05:00Z,payments-service,db_pool_active_connections,35.0
2026-07-09T02:05:00Z,payments-service,error_rate_pct,0.36
2026-07-09T02:05:00Z,payments-service,p95_latency_ms,162.0
2026-07-09T02:10:00Z,payments-service,db_pool_active_connections,50.0
2026-07-09T02:10:00Z,payments-service,error_rate_pct,0.34
2026-07-09T02:10:00Z,payments-service,p95_latency_ms,161.0
2026-07-09T02:15:00Z,payments-service,db_pool_active_connections,42.0
2026-07-09T02:15:00Z,payments-service,error_rate_pct,0.29
2026-07-09T02:15:00Z,payments-service,p95_latency_ms,155.0
2026-07-09T02:20:00Z,payments-service,db_pool_active_connections,36.0
2026-07-09T02:20:00Z,payments-service,error_rate_pct,0.35
2026-07-09T02:20:00Z,payments-service,p95_latency_ms,142.0
2026-07-09T02:25:00Z,payments-service,db_pool_active_connections,48.0
2026-07-09T02:25:00Z,payments-service,error_rate_pct,0.4
2026-07-09T02:25:00Z,payments-service,p95_latency_ms,156.0
2026-07-09T02:30:00Z,payments-service,db_pool_active_connections,54.0
2026-07-09T02:30:00Z,payments-service,error_rate_pct,0.38
2026-07-09T02:30:00Z,payments-service,p95_latency_ms,155.0
2026-07-09T02:35:00Z,payments-service,db_pool_active_connections,44.0
2026-07-09T02:35:00Z,payments-service,error_rate_pct,0.42
2026-07-09T02:35:00Z,payments-service,p95_latency_ms,160.0
2026-07-09T02:40:00Z,payments-service,db_pool_active_connections,48.0
