timestamp,service,metric,value
2026-04-10T02:55:00Z,payments-service,p95_latency_ms,148
2026-04-10T03:00:00Z,payments-service,p95_latency_ms,160
2026-04-10T03:05:00Z,payments-service,p95_latency_ms,210
2026-04-10T03:12:00Z,payments-service,p95_latency_ms,1450
2026-04-10T03:20:00Z,payments-service,p95_latency_ms,3800
2026-04-10T03:35:00Z,payments-service,p95_latency_ms,4200
2026-04-10T03:50:00Z,payments-service,p95_latency_ms,4100
2026-04-10T04:05:00Z,payments-service,p95_latency_ms,155
2026-04-10T02:55:00Z,payments-service,error_rate_pct,0.3
2026-04-10T03:00:00Z,payments-service,error_rate_pct,0.4
2026-04-10T03:05:00Z,payments-service,error_rate_pct,1.2
2026-04-10T03:12:00Z,payments-service,error_rate_pct,9.5
2026-04-10T03:20:00Z,payments-service,error_rate_pct,18.4
2026-04-10T03:35:00Z,payments-service,error_rate_pct,22.1
2026-04-10T03:50:00Z,payments-service,error_rate_pct,21.6
2026-04-10T04:05:00Z,payments-service,error_rate_pct,0.4
2026-04-10T02:55:00Z,payments-service,db_pool_active_connections,42
2026-04-10T03:00:00Z,payments-service,db_pool_active_connections,55
2026-04-10T03:05:00Z,payments-service,db_pool_active_connections,78
2026-04-10T03:12:00Z,payments-service,db_pool_active_connections,100
2026-04-10T03:20:00Z,payments-service,db_pool_active_connections,100
2026-04-10T03:35:00Z,payments-service,db_pool_active_connections,100
2026-04-10T03:50:00Z,payments-service,db_pool_active_connections,100
2026-04-10T04:05:00Z,payments-service,db_pool_active_connections,31
2026-07-14T01:40:00Z,payments-service,p95_latency_ms,152
2026-07-14T01:55:00Z,payments-service,p95_latency_ms,149
2026-07-14T02:10:00Z,payments-service,p95_latency_ms,158
2026-07-14T02:15:00Z,payments-service,p95_latency_ms,151
2026-07-14T01:40:00Z,payments-service,error_rate_pct,0.3
2026-07-14T01:55:00Z,payments-service,error_rate_pct,0.3
2026-07-14T02:10:00Z,payments-service,error_rate_pct,0.4
2026-07-14T02:15:00Z,payments-service,error_rate_pct,0.3
